Id,Comment,Attack
1288,"NEWLINE_TOKENNEWLINE_TOKEN==Wikipedia:Requests for comment/RickK==NEWLINE_TOKENBecause you have asked me to comment on this RfC I have done so, though I still think it's nonsense.   ",0
1289,"NEWLINE_TOKENNEWLINE_TOKEN==View 5== NEWLINE_TOKENI'm signing under view 5. Let 's move along , not dwell on the RFC too much. Hope you follow. ",0
1290,"NEWLINE_TOKENNEWLINE_TOKEN==RFC==NEWLINE_TOKENI 'm sorry the RFC  snowballed. I think RickK is great sysop. For the record , I said behaving like not , are a troll.  ",0
1291,"NEWLINE_TOKENNEWLINE_TOKEN== Header enforcement ==NEWLINE_TOKENNEWLINE_TOKENI wouldn't know exactly what percentage of likeness that must hold to delete a comment that has been altered.  It's actually easier to just ensure that the bot itself tries to avoid inserting the comment twice.  I could have the bot make a special pass to do that... but how I dealt with it on the other pages was that I didn't care since the bot would empty the sandbox and rake it clean.  In the case of the Introduction page, I can have the sandbox rake it of similar-like comments...  I would need some idea what I'm looking for really, it would be slightly difficult to do... just a lot of regular expression matching.   ",0
1292,"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN::Definitely, I agree with you, Rhobite.  I think I've sniffed your scent around here before.  Have I?  Probably.  I like the sonic feeling of typing and reading ``Rhob``.  It gives one pause for thought.  Pretty sure I've already decided to perceive that you mean well.  NEWLINE_TOKENNEWLINE_TOKEN::Guess I'd only say in response that you just happened to perchance upon mid-stream.  My story always has a PG ending.  It almost, but not quite allways, has a non-PG anti-ending.  But surely, you are right and poite to make your point, especially as you've made it.  I will still continue on my little path for tonight, which will include removing the shit that you so rightfully objected to.  When I do, I will take care (albeit boldly) to remove your well-justified smackdown.  NEWLINE_TOKENNEWLINE_TOKEN::rhobite.. hmm..  seem to remember thinking well of that name.NEWLINE_TOKENNEWLINE_TOKEN::-:)b`",0
1293,?NEWLINE_TOKENNEWLINE_TOKENI also need help uploading this picture that I don't know how to doNEWLINE_TOKENNEWLINE_TOKENhttp://www.talentondisplay.com/girls/JadinWong.jpg,0
1294,"I agree with you. I am a Chinese contributor to this site and I speak 3 Chinese vernaculars and 3 European languages and through some of the unreasonable Mandarinization imposed here, I feel how repressed non-native Mandarin speakers are by those apparently native speakers. Traditionally, foreign names are transliterated into Chinese ideographs by whichever vernacular group that first settled there. In USA and Europe, it is mostly by the Cantonese, then subsequently The Minnan-Taiwanese and recently the people for Fuzhou, Wenzhou etc. As such, they will use Han ideographs to represent the sounds they transliterate from the foreign language like English. There is no standardised version until the Northerners came into power and imposed Mandarin on all the other Chinese groups for the noble mission of reuniting the motherland against foreign invaders through bettering communication. I think the best way to transliterate and reflect the diversity of Chinese culture is to put the actual foreign name first, i.e. the ORIGINAL, followed by the oldest transliteration (in chronology) and finally the Mandarin version. That will make it easy for everyone cos then the eyes will zoom right to the end for the contemporary Mandarin pronunciation and zoom right to the first line for the original and if readers have time, they can trace the colorful history of transliteration and migration by reading the chronology of changes. Thank you for being so interested in Chinese culture. We need more friends like you. Have a nice day.NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN",0
1295,NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENother people'sNEWLINE_TOKENGosh you can't even speak English which you claim to be your mother tongue. Puh-lease.,1
1296,NEWLINE_TOKENNEWLINE_TOKENHello RanNEWLINE_TOKENNEWLINE_TOKENThanks for the comprehensive message justifying your pride in the Northern China. I find all your articles on China very selective and BIASED and your block people whose opinions and facts of China confirm otherwise. I won't block you because I am better than that. This is the EXACT SAME KIND OF MANDARIN CHAUVINISM that has MASSACRED many intellectuals on the Mainland through brute force. I must say that it is disgusting. You do not represent Chinese people and the facts that you substantiate are paramount to propaganda. Stop posting messages on your site and I won't do the same to you. I am not interested in your pages. Thank you very much.,1
1297,`NEWLINE_TOKENNEWLINE_TOKEN:Right.  That version is non-neutral; I hadn't noticed the change.  `,0
1298,NEWLINE_TOKENNEWLINE_TOKEN:If you haven't seen an admin agree with me then you simply are not paying attention. See above where I quote one. See the page history where one makes the changes I made earlier and told you you were wrong. See your talk page where they tell you you are wrong. See the page with the false vandalism report you tried to file on me and their responses. Someone would have to be pretty blind to miss all of those.  ,1
1299,"NEWLINE_TOKENNEWLINE_TOKEN== Singapore / Chongqing ==NEWLINE_TOKENNEWLINE_TOKENHi Ran, I noticed that your blocks violates many of the wikipedia policies. According to Wikipedia policies, a user is not supposed to block another user's right to contribute new facts and POV are supposed to be signaled to a committee for a NEUTRALITY dispute. And vandalism requires votes. I have therefore notified the Board of Administrators about this. Please refrain from blocking new users, also known as newbies, and refrain from posting on the Singapore page and please keep your comments to the Chongqing page. Your co-operation in this serious violation issue is highly appreciated, failing which legal action shall be taken.",1
1300,"NEWLINE_TOKENNEWLINE_TOKENI didn't put it there Haab, it's actually quite pitiful.  I don't know, sorry.   ",0
1301,NEWLINE_TOKENNEWLINE_TOKENfine can i say its a book and make an article on the book?NEWLINE_TOKENit was on amusment park because i stole the format from the six flags site sorryNEWLINE_TOKENNEWLINE_TOKENi want to put it on here...soo any solutions?,0
1302,"NEWLINE_TOKENNEWLINE_TOKEN== Tabib! I am about to start another editing war. Are you ready? ==NEWLINE_TOKENYou have won an arbitration case. Please accept my congratulation! Now I am about to start a new war with you, as your point of view has not been changed. Yor are very nationalistic writer, and my goal is to make you think a bit more, before you do your reverts. Understand?",1
1303,"`Many see the rise in Western Europe of what they call the ``new anti-Semitism`` as even more worrisome. Since serious Israeli-Palestinian fighting began in the fall of 2000, there has been a spike in harassment and vandalism targeting Jews, especially in France. Much of that is in poor communities where immigrant Muslims and immigrant Jews from North Africa live side by side. Unemployment and frustrations are high. Arab satellite stations, as well as European news networks, broadcast a steady stream of reports on Palestinians under fire, their homes destroyed, their lands reoccupied, their children killed. There is also, in many parts of Europe, a residue of the old racist attitudes that spawned the Fascist and Nazi policies of the 1930s. One of the presidential candidates in France's upcoming elections, Jean-Marie Le Pen, skirts the limits of the law baiting both Arabs and Jews...`",1
1304,NEWLINE_TOKENNEWLINE_TOKENim tired. should i go to bed?,1
1305,"NEWLINE_TOKENNEWLINE_TOKENnow you're saying im not logical? when do these personal attacks end? they dont bother me too much though, becuase you keep saying the same thing. im illogical, im an idiot, whatever. i've gotten used to that one. try a new one. (how did you like the subtle one i made about you with the porcupine?)",1
1306,"NEWLINE_TOKENNEWLINE_TOKEN== ps ==NEWLINE_TOKENNEWLINE_TOKENi love to destroy. i guess creating is god's job and destruction is mine. by the way, what gives you the idea that you're anything like a god? (other than the fact that you 'prevent destruction')",1
1307,"NEWLINE_TOKENNEWLINE_TOKENso wait, mr porcupine, when did you say you were planning on blocking yourself?",1
1308,"NEWLINE_TOKENNEWLINE_TOKENmr porcupine, i hope im not keeping you from your work by talking too much.",1
1309,"Matt and Noisy, Sorry about that.  I posted the above accidentaly on Noisy's page but I mean to post it here. And reposted it here below, before I noticed this post uughhhh!   NEWLINE_TOKENNEWLINE_TOKEN",0
1310,"  NEWLINE_TOKENNEWLINE_TOKEN:Now it looks normal, not sure what happened.  ",0
1311,"`Putin's photo ==NEWLINE_TOKENThe reason why I swtiched the photo earlier is that in the official potrait, I think Putin is ``zoned out`` or ``stoned`` in the photo. I switched it to one that still came from the Presidental website, but of him speaking (so we can give him life! ))   NEWLINE_TOKENNEWLINE_TOKEN== `",1
1312,"NEWLINE_TOKEN:From Nuclear explosion:NEWLINE_TOKEN::In 1945 there was some initial speculation among the scientists developing the first nuclear weapons that there might be a possibility of igniting the earth's atmosphere with a large enough nuclear explosion. This would concern a nuclear reaction of two nitrogen atoms forming a carbon and an oxygen atom, with release of energy. This energy would heat up the remaining nitrogen enough to keep the reaction going until all nitrogen were finished. This was, however, quickly shown to be unlikely enough to be considered impossible . Nevertheless, the notion has persisted as a rumor for many years.",0
1313,"` 2005 (UTC)NEWLINE_TOKEN:::::India/Pakistan was certainly as much a part of Britain as Central Asia was of the Soviet Union. And what about the US and Australia, and Brazil, and South America all were considered colonies, but they were also not necessarily occupied people, or ``natives``. Sorry, I'm not getting it...  00:38, 1 May`",1
1314,"`NEWLINE_TOKENNEWLINE_TOKEN==Bot request==NEWLINE_TOKENWell, since the bots page is a redir, I'll put it here: There must be still a few redirs left from a bot run a while ago, and they are impossible to find via ``What links`` here. That would be first of all  [[sex|gender]] , but quite likely there are also a few  [[gender identity|gender]] and [[gender role|gender]]  left. I'd really, really appreciate if those were corrected some day, and I have no clue about bots myself.   `",0
1315,"NEWLINE_TOKENNEWLINE_TOKENI gave as close to an accurate figure as I could come up with. $3,900,000,000 is the number I calculated from the NHC reports. However the the damage figures for Hurricanes Erika an Juan were not listed. Erika's was likely low (<$100 million). Juan's could be anywhere from $200 million to a billion. Also the number of deaths is 92.NEWLINE_TOKENNEWLINE_TOKENAna-2NEWLINE_TOKENNEWLINE_TOKENBill-4NEWLINE_TOKENNEWLINE_TOKENClaudette-3NEWLINE_TOKENNEWLINE_TOKENErika-2NEWLINE_TOKENNEWLINE_TOKENFabian-8NEWLINE_TOKENNEWLINE_TOKENIsabel-50NEWLINE_TOKENNEWLINE_TOKENJuan-8NEWLINE_TOKENNEWLINE_TOKENLarry-5NEWLINE_TOKENNEWLINE_TOKENOdette-10",1
1316,NEWLINE_TOKEN::That was supposed to be lighthearted.  Tone is hard in text. ,1
1317,"NEWLINE_TOKENNEWLINE_TOKEN:It definitely belongs in the Instantnood evidence, even if Instantnood isn't involved, because it's part of why it's such a contentious issue (and why voting is considered harmful in general). When you spot any more around this case, please let me know -  ",0
1318,`Isn't tart a kind of whore or concubine or courtesane? E.g. ``she's a politician's tart```,1
1319,"NEWLINE_TOKEN*** OK, fair enough.  (Maybe I'll try to track down someone who speaks japanese and copy some of the content over.)  ",0
1320,hi my name is lisa topp and i love every one not !,0
1321,"Futile==NEWLINE_TOKENThe Liberal Democrats do not have a hope in NW Hants even if they have a good candidate. In this constituency unemployment is very low, and home ownership is high, all of which helps Labour and the Conservatives who were the top two parties in the constituency in 2001, both exhibiting positive swings while the Lib Dems lost votes. This is an obvious Tory hold. Nevertheless, good luck Mr Tod. Maybe you'll get to fight for a different constituency in 2010, but by that time the Lib Dems will probably have changed their views on almost everything anyway.NEWLINE_TOKENNEWLINE_TOKEN==",1
1322,NEWLINE_TOKENNEWLINE_TOKEN== Molesting ==NEWLINE_TOKENNEWLINE_TOKENMost preist cant deal with duece in the holy see,1
1323,NEWLINE_TOKENNEWLINE_TOKEN== Jersyko ==NEWLINE_TOKENNEWLINE_TOKENyour like the pot calling the kettle black,1
1324,"`NEWLINE_TOKENNEWLINE_TOKEN:It's interesting you say so. I tend to think of the Gemini-moon child as a sort of ``ace in the hole,`` wink winkdid I mention I love Virgos? Well, listen: I've got a big enough family: we've got 3 Geminis, an Aries, a Scorpio, a Leo & a Virgo. Oy gevelt!  `",1
1325,"`NEWLINE_TOKENNEWLINE_TOKEN== Prefixed-Style of Formal Address ==NEWLINE_TOKENPer current Wikipedia policy, as claimed by  to have been adopted by a prior consensus, I am prefixing the formal title of ``President`` to the present biographical entry. Do not revert this edit unless you can dispute the existing Wikipedia:Manual of Style (biographies) policy regarding Honorific Prefixes, and the entry on Style (manner of address) containing examples.NEWLINE_TOKENNEWLINE_TOKENA survey is currently being conducted at Wikipedia talk:Manual of Style (biographies)/Survey on Style-Prefixed Honorary Titles in which I encourage you to participate.  `",1
1326,"NEWLINE_TOKENNEWLINE_TOKEN== Morning glory page moves ==NEWLINE_TOKENNEWLINE_TOKENI disagree with you moving the movie and plant articles around without discussion first. I believe that the morning glory plant is a primary usage of the phrase, and should be at Morning glory, while keeping the disambig. article at Morning glory (disambiguation), and the movie's title has a capital 'G', and doesn't need '(film)' after it to disambiguate it, so it should be at Morning Glory, There has been a move request made regarding (part of) this issue. If you have no objections, I will move everything back to the way it should be.   ",1
1327,"`NEWLINE_TOKENNEWLINE_TOKEN::I guess someone should come up with a new outline.  If we keep the theme of the first sentence that ``Water Resources are sources of water beneficial to humans``, then we could go:NEWLINE_TOKENNEWLINE_TOKEN* Sources of Fresh WaterNEWLINE_TOKEN** Surface WaterNEWLINE_TOKEN** Sub-Surface WaterNEWLINE_TOKEN** DesalinizationNEWLINE_TOKEN* Threats to Sources of Fresh WaterNEWLINE_TOKEN** Depletion of Underground AcquifersNEWLINE_TOKEN** PolutionNEWLINE_TOKEN* Uses of Fresh WaterNEWLINE_TOKEN** AgriculturalNEWLINE_TOKEN** IndustrialNEWLINE_TOKEN** HouseholdNEWLINE_TOKEN* Areas with an Imbalance between Supply and DemandNEWLINE_TOKEN* Methods to Increase SupplyNEWLINE_TOKEN* Methods to Decrease DemandNEWLINE_TOKENNEWLINE_TOKEN::I'm just doing this to get things moving. Feel free to do what you want to it.   `",0
1328,"NEWLINE_TOKENI agree, this guy is a piece of shit!",1
1329,NEWLINE_TOKENNEWLINE_TOKEN== liar ==NEWLINE_TOKENNEWLINE_TOKENThis guy is such a thief and a liar! He should be quartered!,1
1330,"NEWLINE_TOKENNEWLINE_TOKEN== Hate ==NEWLINE_TOKENNEWLINE_TOKENThis guy is such a liar, i hate him. He is evil!",1
1331,"NEWLINE_TOKENYour just a stupid red neck and you make no sense, to us much smarter yankees!",1
1332,"NEWLINE_TOKENNEWLINE_TOKEN== nixie, part 2 ==NEWLINE_TOKENNEWLINE_TOKENYou banned me after you warned me because I was making to much sense to your lover. You are very unfair.",1
1333,"NEWLINE_TOKENNEWLINE_TOKEN== pope ==NEWLINE_TOKENNEWLINE_TOKENIm sure this will get removed cause this site doesnt allow any opionion unless your one of the nazis that watch this site. I think the pope is so outdated, just like the king or queen of england and catholics should focus on all the problems with the catholocism and not who the new old pope is.",1
1334,"`NEWLINE_TOKEN:There is something I can't puzzled out. NEWLINE_TOKEN:At one time, you said ``Will Eisner called comics a form of ``sequential art`` ``, which means to me taht comics are an artform. Later, you said ``Eisner's Graphic Storytelling ... still doesn't refer to comics as an artform, but rather a medium``... I'm not sure to undertsand Eisner's position !! If we say that comics is a medium, do we mean that comics is a sort of generic name for all the physical mediums (comic books, web comics, ...) ? Aren't we back to the confusion between the medium (comic books, for me) and the art form (comics) ? Nice job, tough.  `",0
1335,"`:::Yuber, I think you're much smarter than that.  I could argue that ``almost anyone`` thinks that Yasser Arafat was a corrupt, degenerate imposter, but that doesn't give me the right to flag such a categorization (if it existed) as ``minor.``   NEWLINE_TOKENNEWLINE_TOKEN`",1
1336,"NEWLINE_TOKENNEWLINE_TOKEN==Vaoverland=NEWLINE_TOKENa couple of things:NEWLINE_TOKEN1. Can you help me with how to block a vandal who is on a roll? Of course, it's an IP address, and I realize it will only be temporay. Several other users who are not admins (which i am) haver requested help. I have routinely chased and reverted vandals, but never blocked one. NEWLINE_TOKENNEWLINE_TOKEN2. I am still watching new articles written by others for non U.S. content. Unfortunately, my interests are almost 100% North American. NEWLINE_TOKENNEWLINE_TOKEN3. If you like the TALK box on my User Page, I can add one for you. That may help in getting your new messages placed with headings and at the bottom of your Talk page. NEWLINE_TOKENNEWLINE_TOKENThanks for any help, and all your good work with DYK, Mark in Richmond.  ",0
1337,"NEWLINE_TOKENNEWLINE_TOKEN== Albanians have nothing in common with Azeri/Turk people ==NEWLINE_TOKEN*Albanians have never formed a nation. They were represented by 26 different tribes, each talking their own language. These tribes existed till XII century. They don't exist now. However, Armenians existed before and they exist today, they live in Artsakh today. NEWLINE_TOKEN*Azeri people are muslims, while Albanians were christian.NEWLINE_TOKEN*All known Albanian languages are not even close to Turkish languages: these languages belong to different groups.NEWLINE_TOKENNEWLINE_TOKENTaking all these facts into consideration, it is not clear what Azeris have to do with Artsakh or with ancient Albanians. Turkic population came to this area 600 years ago, while Armenian lived there for more then 2000 years...",0
1338,"`NEWLINE_TOKEN*Don't worry, I'm happy for you to do that! I don't think we had fully thought this through, but this is the first time Wikipedia has tried to cope with an election, and there are bound to be things we can learn from. I'm happy for you to put those details in. I've been filling in the missing details from the BBC and updating the Member of Parliament section, as well as checking things off the progress list. Unless we had lots of people helping, I don't think the ``pick regions`` method was going to work.  `",1
1339,"NEWLINE_TOKENNEWLINE_TOKEN::I agree the paragraph should not be deleted, but some recent edits have been way too POV in bashing critics of the Christian Right. More cited material is needed.  ",0
1340,"NEWLINE_TOKENNEWLINE_TOKEN::Yuber, you're the POV pusher, and stalking my contrib page to revert me is getting really old. Knock it off.",1
1341,"NEWLINE_TOKENNEWLINE_TOKEN==YOU POV PUSHING REVERT MONKEY==NEWLINE_TOKENStop reverting things when you could make edits, you stupid POV-pushing revert monkey.",1
1342,"NEWLINE_TOKENNEWLINE_TOKEN==3RR RULE==NEWLINE_TOKENThat's FOUR for you today already at Saudi Arabia, Yuber. I'm assuming good faith and not going to report you on it yet. Knock it off. ",1
1343,NEWLINE_TOKENNEWLINE_TOKEN==NPOV==NEWLINE_TOKENKindly explain what edits you claim I've made - that are not themselves Yuber's nonsensical POV pushing - were POV.NEWLINE_TOKENNEWLINE_TOKENI've seen enough abuses of Admin power over the years to wonder if you're not just yet another POV-pushing admin. But I'm assuming good faith on your part for now.,1
1344,"Link right here, Yuber: Egypt authorizes force to police 'unuthorized' Islamic tracts. Yes, they have more limited range (thankfully) than the Saudi Mutaween, no doubt due to Egypt's own issues in policing groups like the Muslim Brotherhood. NEWLINE_TOKENNEWLINE_TOKEN",0
1345,"`:::Thus the NPOV words ``VARIOUS FORMS`` in the article, POV pusher. Iran, it is true, is the only other nation to call theirs ``Mutaween``. Not even the Taliban called their religious police Mutaween, but you at least admit they HAD them. Egypt enforces it as a special division of state-employed clerics. Yemen uses theirs to enforce the state's version of Islam as well. Now stop trying to insert factual inaccuracies into the article! NEWLINE_TOKENNEWLINE_TOKEN`",1
1346,"NEWLINE_TOKENNEWLINE_TOKEN::::I have no idea whether English is your first language or not, but a sentence should never be shoehorned into the end of a paragraph if it does not fit the paragraph's topic. Just something to keep in mind.",0
1347,"Stop stripping out factual information Yuber, and stop introducing lies. The concept of religious police and police forces dedicated to religious enforcement is NOT unique to Saudi and Iran and you damned well know it. NEWLINE_TOKENNEWLINE_TOKEN",1
1348,"`NEWLINE_TOKEN:::I don't see the need for a ``lasting impact`` section at all, but I think the WSJ article should definitely be mentioned as long as there's a ``commentaries and other resources`` section.`",0
1349,"`:::::::::Yuber, if you keep trying to insert that Iran is the ``only`` Muslim nation which employs police forces as religious enforcement, I'm going to have to keep pointing out that you're lying. It's been proven to you, not just by me, but by Nobs as well. Repeatedly pushing factual inaccuracies into an article is vandalism and you KNOW that. What is amazing to me is that you ignore this and keep on trying to POV push anyways. NEWLINE_TOKENNEWLINE_TOKEN:::::::::The only reason I put in the stuff about Egypt is that YOU kept whining about adding qualifiers, wanting sources, and kept reverting the wording. But since YOU won't accept ``and in varying forms in other Muslim nations`` as being sufficiently non-POV, we have to get specific.NEWLINE_TOKENNEWLINE_TOKEN`",1
1350,"NEWLINE_TOKENNEWLINE_TOKENAlso, just FYI, Yuber is guilty of four Reverts today (in violation of 3RR). I'm not reporting him on it but THAT is the reason I called him a Revert Monkey: his tendency to revert pages OVER and OVER and OVER protecting his own POV-laden edits.",1
1351,"`:::Yuber, whether the WORD Mutaween is used or not is immaterial. The concept of a division of police - whether folded into the normal police forces or their own separate entity - dedicated to the enforcement of religious law IS in place in Nigeria, Sudan, Egypt, Yemen, Saudi Arabia, and Iran. What about the phrase ``in varying forms`` are you having trouble understanding? NEWLINE_TOKENNEWLINE_TOKEN`",1
1352,"NEWLINE_TOKENNEWLINE_TOKEN==3RR==NEWLINE_TOKENJust out of curiosity, have you ever considered RESEARCHING complaints before throwing out bans willy-nilly? ",1
1353,"`::::Right here, POV pusher. NEWLINE_TOKEN::::Also Here.NEWLINE_TOKEN::::Zamfara state maintains an ``Islamic Unit`` similar to Saudi Arabia's ``Committee for the Propagation of Virtue and Prevention of Vice,`` otherwise known as the Muttawa religious police. One of its officials, Alhaji Bello Kuceri, defended their practice of raiding Christian quarters to enforce ``Islamic`` standards on the grounds that ``we are paid to do so, and anybody caught will face the wrath of the law.``NEWLINE_TOKEN::::Get it YET, Yuber?NEWLINE_TOKENNEWLINE_TOKEN`",1
1354,"Eagle, he's just a POV pusher. He was trying to strip the information out of the article, and started chain-reverting in order to do it. He's STILL lying and saying that the only Muslim nations with religious police are Saudi Arabia and Iran. Either he's just willfully ignorant or he is deliberately trying to push a very specific POV, and he seems not to care at all about facts. NEWLINE_TOKENNEWLINE_TOKEN",1
1355,"`::::::You have YET to explain what about the phrase ``and in varying forms in other Muslim countries`` you find objectionable, POV pusher. .NEWLINE_TOKENNEWLINE_TOKEN`",0
1356,"`NEWLINE_TOKEN::::::I'm not sure the etymology of the word has much to do with it; the idea of religious police is pretty common on one level or another in almost all Islamic countries. It takes various forms depending on what the government decides to do, naturally; the more religious-theocratic the government, the more likely it'll be a full branch of the police or even its own group. Take its incarnation in Saudi Arabia and compare it to the village enforcement groups found in northern Pakistani villages, for instance. Or the versions in Egypt and Yemen, which have (at least at this point) more to do about making sure that the only version of Islam practiced is the state-sponsored one. Overall, the fact remains that MANY Islamic nations have religious police of some form or another, and leaving out the fact that it is NOT an institution unique to Saudi Arabia is inaccurate, as is claiming that it ``only`` exists in Saudi Arabia and Iran. `",0
1357,`NEWLINE_TOKENNEWLINE_TOKEN:::I would like to see a second paragraph that begins ``Scientology teaches that …`` or ``Scientologists believe that …``.  I know too little about the subject to do this myself.   `,0
1358,"NEWLINE_TOKENNEWLINE_TOKENAnother comment: Vilnius, Gardinas and Lyda, are official names of cities of Vilnius region; by this time official names already should be used, same as you use Wilno, Grodno, etc. for Polish cities. Vilnius region, when mentioned in this context, in generally means territory of Lithuania, therefore Lithuanian names should be used. Wilno Voivodship is territory of Poland, so it's cities might be named in Polish if there'd be list. You can write more in supposedly oversimplified parts. Zeligovski was Polish general and I hope you understand how it was. Will write more later.  ",0
1359,"NEWLINE_TOKENNEWLINE_TOKEN== I don't try to win many friends ==NEWLINE_TOKENI simply reverting ALL edits by Turkish User:Tabin, because I try to give him a lesson of tolerance. My goal is simple: sooner or later he will request page protection on all of the articles related to his TPOV (Turkish Point of View). This is the only way to help him understand the nature of NPOV. To reach this goal I have big pool of different IP addresses, which I am going to use to cut any of his edits, no matter what his POV is...  ",1
1360,"`NEWLINE_TOKENNEWLINE_TOKEN==:Image:31a.gif==NEWLINE_TOKENNEWLINE_TOKEN{| align=center border=0 cellpadding=4 cellspacing=4 style=``border: 2px solid #FF5500; background-color: #F1F1DE``NEWLINE_TOKEN|- NEWLINE_TOKEN| Image deletion warningNEWLINE_TOKEN| style=``font-size: 80%`` | The image Image:31a.gif has been listed at Wikipedia:Possibly unfree images. If the image's copyright status cannot be verified, it will be deleted. If you have any information on the source or licensing of this image, please go there to provide the necessary information.NEWLINE_TOKEN|}NEWLINE_TOKEN  `",0
1361,"From many parts of the Korean Peninsula, too, stone swords, stone knives, stone spears, stone arrowheads, stone axes and so on have been unearthed. The range of finds in Korea extends from Kyunghung Province; Hae Ju and Anak in Hwanghae Province; Yangyang and Choon chun in Kangwon Province; Ansung in Kyung-gi Province; Puyo in south Choonchon Province; Andong and Kyungju in North Kyungsang Province; and Mirang in South Kyungsang Province. NEWLINE_TOKENNEWLINE_TOKENUseful to add this from: NEWLINE_TOKENIn Sun Seo (Official 10th Dan) NEWLINE_TOKENChairman/President NEWLINE_TOKENKorea KiDo Federation",0
1362,NEWLINE_TOKENyes. that's why i was reverting.  ,0
1363,This page is not neutral. The bands need links. This page needs a lot of work.,0
1364,"`Suggested changes to copy of article ``Ballenstedt`` in English.NEWLINE_TOKEN``Ballenstedt is a town, which is located on the northern edge of the eastern Harz Mountains.  It belongs to the Queslinburg district (kreis) in Saxony-Anhalt.  A Roman-style road leads into Ballenstedt.NEWLINE_TOKEN``In Ballenstedt there is a castle which was the seat of the Ascanian family.  The founder was Albert I (of Brandenburg)who, in 1157, was the first Markgraf of the Brandenburg March (Mark).  Albert I, like his father, held the title Graf von Ballenstedt Albert I's grave lies within the Ascanian monastery in Ballenstedt.  In the city park, a monument to Albert is located, built from Frithjof Meussling.NEWLINE_TOKEN``Ballenstedt is noted for more than its cemetary.  The former house of Luegelgens next to the castle (Schlosss)serves today as a museum.  Also the castle (Schloss) is used as a museum.  The Ballenstedter Schloss Theater is the oldest theatre in Saxony-Anhalt.  After the change of 1989, the first democratically selected mayor of Ballenstedt, Wolfgang Gurke, changed the destiny of the city considerably.NEWLINE_TOKEN``Likewise for many years the prominent family Kiep resided, whose members include Ottl Kiep (diplomat) and Walther Leisler Kiep.``NEWLINE_TOKEN `",0
1365,"`:::It's hardly unfair of me, and by no means ``laughable.``  You may or may not be aware that his main ``contribution`` to the surrealism articles is listing as many as he can (some of which there may have been justification for, but others obviously [in my opinion] not) on VfD.  Check his contributions.    NEWLINE_TOKENNEWLINE_TOKEN`",0
1366,"NEWLINE_TOKENNEWLINE_TOKEN::: Gimme a break, these are HOT DOGS not frankfurters.   They've been called HOT DOGS for a century or so.   Just as we wouldn't change French Fries to Freedom Fries cause Georgie B says so we also aren't going to change HOT DOGS to some out-of-date hickville term like frankfurters cause some bloke down underwhere says thats what his mommy calls them.   Times change, buddy.   And Australia has a grand total of 20 million people, half of them speaking English as a third language.",1
1367,"NEWLINE_TOKENNEWLINE_TOKEN====Yuber====NEWLINE_TOKENPlease do something about Yuber's constant vandalizing of pages - in addition to the Dhimmi page, he also continues to push his own POV edits in Saudi Arabia, ignoring the fact that his edits were rejected in dispute resolution. There are a few other pages he's pulling the same garbage on as well. ",1
1368,"`NEWLINE_TOKEN::Really the burden of proof is on the person who uses the word and that proof is dead simple. If A) there are truly a significant number of islamofasicts and B) it's not a pejorative term, then the proof is to find people who proudly declare themselves to be ``islamofascists`` or perhaps to point to organizations like the ``Islamofascist Society of America``. Would all the islamofascists out there please raise your hand?  `",1
1369,"`01, May 10, 2005 (UTC)NEWLINE_TOKENNEWLINE_TOKEN:Also, I'd like to recommend that you register for an account here at the Wikipedia.  Staying anonymous may weaken your position on discussing these matters, even if you're in the right. —   |  16:`",1
1370,"NEWLINE_TOKENNEWLINE_TOKEN*I really enjoyed reading your words, you just said that concern about democracy and freedom is communist bias, I really think you're right, thanks comrade! I would care so much that I included all the parties with parliamentary representation in the list, from PP to BE, not only the PCP, unlike what you did, of course, so, if someone is making bias is not me, perhaps it is you. NEWLINE_TOKEN*If carnation revolution is a thing from the past why don't you go back and try to live under the Fascist rule? Perhaps you would not be able to open that silly mouth for so long, ask older people, ask the tortured and the imprisoned, they are not so few, they are hundreds, and they really noticed the change. I want to remember the Fascism just because I don't want it back, it's not any stupid obcession... Carnation revolution marked the rupture with the past and opened the path of the future, our future, the youth's future, the one you're walking through, right now! Even don't deserving it... NEWLINE_TOKEN*Reading your words I became ashamed of a part of the Portuguese youth, but more proud of being a son of those who made and respect the democratic Revolution.",1
1371, y am i writing this?!??,0
1372, I Love to eat rectal yoghurt,1
1373,"`==Tone in Fanqie==NEWLINE_TOKENNEWLINE_TOKENThe correct rule of tone in fanqie should be ``上字辨陰陽，下字辨平仄``: The first character determines yin-yang, the second character determines ping-shang-qu-ru.   02:02, 2005 May 12 (UTC)`",0
1374,"NEWLINE_TOKEN::If we agree about the above, than Islamofascism should be deleted and merged with this one?!   ",1
1375,"NEWLINE_TOKENNEWLINE_TOKEN: If someone is genuinely wanting to discuss the orientation of the article on specific points, he is welcome to bring them forward, and put the tag. But good articles should not be vulnerable to being discredited arbitrarly by people who disagree with the reality. So unless constructive criticism is made, I think that it is fair game to remove these tags.  ",0
1376,"You are taking a cavalier approach to facts, e.g you restored the statement that the Rockerfellers are Jewish, which is simply utterly indisputably wrong. ",0
